id_cliente;nome_cliente;idade;data_atendimento;serviço;produto_vendido;valor_serviço;valor_produto
C132;João Vitor Azevedo;45;2024-01-31;Hidratação;Pomada de cabelo;70;89
C143;Miguel da Cunha;15;2024-01-31;Corte de Cabelo;Shampoo de barba;70;49
C009;Matheus da Cunha;13;2024-02-01;Combo 1;;110;0
C121;Eduardo Nascimento;51;2024-02-01;Corte de Cabelo;;70;0
C065;Vinicius Aragão;48;2024-02-01;Combo 1;Shampoo de barba;110;49
C073;Sr. Diogo da Luz;23;2024-02-01;Depilação de nariz;;35;0
C109;Luiz Otávio Santos;30;2024-02-01;Barba Modelada;;55;0
C202;Breno Vieira;31;2024-02-01;Combo 1;;110;0
C173;Lucca da Paz;72;2024-02-01;Hidratação;;70;0
C051;Lorenzo Fernandes;39;2024-02-01;Combo 2;;100;0
C075;Thiago da Rosa;33;2024-02-01;Combo 1;;110;0
C044;Francisco da Cruz;7;2024-02-01;Combo 1;;110;0
C189;Enzo Gomes;33;2024-02-01;Depilação de orelha;;35;0
C111;Antônio Alves;67;2024-02-01;Corte a Maquina;;55;0
C049;Emanuel Oliveira;12;2024-02-01;Corte de Cabelo;Balm;70;49
C214;Gustavo Barbosa;75;2024-02-01;Combo 1;;110;0
C226;Pedro Henrique Jesus;54;2024-02-01;Combo 1;;110;0
C074;Lucas Gabriel Azevedo;70;2024-02-01;Limpeza de pele;;45;0
C004;Sr. Davi Luiz Gomes;33;2024-02-02;Corte de Cabelo;;70;0
C073;Sr. Diogo da Luz;23;2024-02-02;Hidratação;;70;0
C176;Lucas Gabriel Costela;69;2024-02-02;Hidratação;;70;0
C067;João Felipe Monteiro;49;2024-02-02;Corte de Cabelo;;70;0
C011;Dr. Pedro Henrique Carvalho;56;2024-02-02;Combo 2;Pomada de cabelo;100;89
C116;Lucca Moraes;21;2024-02-02;Combo 1;;110;0
C099;Lucas Gabriel Almeida;19;2024-02-02;Limpeza de pele;;45;0
C107;Dr. Gabriel Souza;53;2024-02-02;Corte de Cabelo;;70;0
C018;Benício das Neves;79;2024-02-02;Corte a Maquina;;55;0
C148;Sr. Enrico Teixeira;21;2024-02-03;Corte de Cabelo;;70;0
C231;Francisco Vieira;53;2024-02-03;Corte de Cabelo;;70;0
C129;Eduardo Nunes;16;2024-02-03;Corte de Cabelo;;70;0
C119;Erick Caldeira;78;2024-02-03;Corte a Maquina;Balm;55;49
C082;Yuri Teixeira;43;2024-02-03;Combo 1;Balm;110;49
C075;Thiago da Rosa;33;2024-02-03;Corte de Cabelo;;70;0
C141;Noah Freitas;24;2024-02-03;Combo 1;Shampoo de barba;110;49
C216;Thales Almeida;62;2024-02-03;Barba Modelada;;55;0
C173;Lucca da Paz;72;2024-02-03;Hidratação;;70;0
C162;Breno da Paz;9;2024-02-03;Corte a Maquina;;55;0
C167;Marcos Vinicius Ferreira;64;2024-02-03;Depilação de nariz;;35;0
C231;Francisco Vieira;53;2024-02-03;Barba Modelada;Balm;55;49
C151;Cauê Oliveira;71;2024-02-04;Corte de Cabelo;Shampoo de barba;70;49
C149;Enzo Gabriel Rocha;49;2024-02-04;Combo 2;;100;0
C073;Sr. Diogo da Luz;23;2024-02-04;Corte de Cabelo;;70;0
C247;Dr. Danilo Caldeira;72;2024-02-04;Combo 2;;100;0
C125;Dr. Daniel Cardoso;69;2024-02-04;Combo 1;;110;0
C154;João Guilherme Ribeiro;78;2024-02-04;Combo 1;;110;0
C160;Noah Porto;41;2024-02-04;Corte de Cabelo;Balm;70;49
C048;Otávio Araújo;50;2024-02-04;Corte de Cabelo;;70;0
C044;Francisco da Cruz;7;2024-02-04;Corte de Cabelo;Balm;70;49
C064;Felipe Lopes;60;2024-02-04;Combo 2;Shampoo de barba;100;49
C140;Cauã Freitas;66;2024-02-04;Limpeza de pele;;45;0
C185;Dr. Marcelo Silva;58;2024-02-04;Depilação de nariz;;35;0
C110;Diego Moraes;19;2024-02-04;Corte de Cabelo;Balm;70;49
C160;Noah Porto;41;2024-02-05;Combo 1;;110;0
C084;Nicolas Oliveira;31;2024-02-05;Sobrancelha;Shampoo de barba;35;49
C159;João Ribeiro;48;2024-02-05;Combo 1;Shampoo de barba;110;49
C167;Marcos Vinicius Ferreira;64;2024-02-05;Barba Modelada;Pomada de cabelo;55;89
C129;Eduardo Nunes;16;2024-02-05;Combo 1;Pomada de cabelo;110;89
C139;Luiz Felipe Pinto;35;2024-02-05;Corte a Maquina;;55;0
C197;Dr. Lucca Porto;77;2024-02-05;Limpeza de pele;;45;0
C121;Eduardo Nascimento;51;2024-02-05;Corte a Maquina;Shampoo de barba;55;49
C220;Lorenzo Alves;26;2024-02-05;Acabamento;Balm;28;49
C183;Sr. Enrico das Neves;53;2024-02-05;Corte de Cabelo;;70;0
C186;Rodrigo Castro;68;2024-02-05;Corte de Cabelo;;70;0
C152;Heitor Vieira;69;2024-02-05;Corte de Cabelo;;70;0
C058;Dr. Danilo Aragão;39;2024-02-05;Combo 2;;100;0
C033;Marcelo Ribeiro;21;2024-02-05;Combo 2;;100;0
C187;Ian Moraes;59;2024-02-05;Corte a Maquina;;55;0
C031;Emanuel Farias;45;2024-02-05;Barba Modelada;Pomada de cabelo;55;89
C060;Marcos Vinicius Lopes;31;2024-02-05;Combo 2;;100;0
C024;Breno das Neves;30;2024-02-05;Corte de Cabelo;Balm;70;49
C119;Erick Caldeira;78;2024-02-05;Barba Modelada;Balm;55;49
C029;Pedro Miguel da Cunha;22;2024-02-05;Depilação de nariz;Balm;35;49
C198;Dr. Luiz Miguel Vieira;30;2024-02-05;Combo 1;;110;0
C109;Luiz Otávio Santos;30;2024-02-06;Corte de Cabelo;Shampoo de barba;70;49
C042;João Vitor Cardoso;79;2024-02-06;Depilação de nariz;;35;0
C100;Marcos Vinicius Novaes;33;2024-02-06;Combo 2;;100;0
C124;Dr. Gustavo Henrique Rodrigues;61;2024-02-06;Combo 2;Pomada de cabelo;100;89
C048;Otávio Araújo;50;2024-02-06;Corte a Maquina;;55;0
C017;Alexandre das Neves;66;2024-02-06;Corte a Maquina;;55;0
C234;Joaquim Fernandes;33;2024-02-06;Combo 1;;110;0
C139;Luiz Felipe Pinto;35;2024-02-06;Combo 1;;110;0
C041;Arthur Silveira;46;2024-02-06;Depilação de nariz;;35;0
C175;Diogo Almeida;35;2024-02-07;Barba Modelada;;55;0
C021;Breno Nogueira;27;2024-02-07;Limpeza de pele;;45;0
C196;Gabriel Peixoto;31;2024-02-07;Corte de Cabelo;;70;0
C136;Dr. Levi Cunha;22;2024-02-07;Corte de Cabelo;;70;0
C080;Anthony Souza;73;2024-02-07;Barba Modelada;;55;0
C095;João Lucas Barbosa;52;2024-02-07;Sobrancelha;;35;0
C135;Lucas Costa;57;2024-02-07;Sobrancelha;;35;0
C246;Sr. Cauê da Costa;58;2024-02-07;Barba Modelada;Pomada de cabelo;55;89
C208;João Pedro Teixeira;32;2024-02-07;Combo 1;Balm;110;49
C241;Bruno Souza;25;2024-02-07;Corte de Cabelo;;70;0
C075;Thiago da Rosa;33;2024-02-07;Depilação de nariz;;35;0
C098;Dr. Nathan Viana;35;2024-02-07;Depilação de orelha;;35;0
C200;Murilo Almeida;11;2024-02-08;Combo 1;;110;0
C243;Diogo Ribeiro;61;2024-02-08;Barba Modelada;;55;0
C068;Thomas Melo;47;2024-02-08;Limpeza de pele;Shampoo de barba;45;49
C075;Thiago da Rosa;33;2024-02-08;Corte de Cabelo;;70;0
C167;Marcos Vinicius Ferreira;64;2024-02-08;Combo 1;Balm;110;49
C157;Erick da Cruz;4;2024-02-08;Corte de Cabelo;Pomada de cabelo;70;89
C246;Sr. Cauê da Costa;58;2024-02-08;Hidratação;;70;0
C108;Dr. Luiz Fernando Porto;48;2024-02-08;Combo 2;Shampoo de barba;100;49
C152;Heitor Vieira;69;2024-02-08;Combo 2;;100;0
C245;Sr. Joaquim Martins;11;2024-02-08;Combo 1;;110;0
C163;Thomas Cardoso;32;2024-02-08;Limpeza de pele;;45;0
C182;Sr. Alexandre Azevedo;41;2024-02-08;Depilação de orelha;Shampoo de barba;35;49
C123;Diogo Mendes;78;2024-02-08;Corte de Cabelo;;70;0
C172;Dr. Luiz Henrique Azevedo;62;2024-02-08;Combo 1;;110;0
C229;Fernando Castro;14;2024-02-09;Corte de Cabelo;;70;0
C217;Thales Ferreira;33;2024-02-09;Corte a Maquina;;55;0
C008;Dr. Calebe Caldeira;71;2024-02-09;Combo 1;;110;0
C206;Sr. Bryan Rezende;11;2024-02-09;Combo 1;Pomada de cabelo;110;89
C237;Luiz Gustavo Gonçalves;70;2024-02-09;Corte de Cabelo;;70;0
C104;Lucas Gabriel Gomes;76;2024-02-09;Corte de Cabelo;;70;0
C122;Nathan Moura;50;2024-02-09;Corte de Cabelo;Pomada de cabelo;70;89
C232;Levi da Mota;45;2024-02-09;Barba Modelada;;55;0
C078;Luiz Fernando Costa;50;2024-02-09;Corte de Cabelo;;70;0
C249;Bryan da Mata;8;2024-02-09;Corte a Maquina;Pomada de cabelo;55;89
C058;Dr. Danilo Aragão;39;2024-02-09;Acabamento;Pomada de cabelo;28;89
C077;Igor Pereira;61;2024-02-09;Combo 1;;110;0
C032;Gabriel Teixeira;37;2024-02-09;Barba Modelada;Shampoo de barba;55;49
C062;Lorenzo da Paz;50;2024-02-10;Combo 1;;110;0
C041;Arthur Silveira;46;2024-02-10;Barba Modelada;;55;0
C059;Sr. Caio Teixeira;12;2024-02-10;Combo 1;Pomada de cabelo;110;89
C089;Sr. Alexandre Cavalcanti;10;2024-02-10;Corte de Cabelo;Pomada de cabelo;70;89
C092;Marcos Vinicius Nogueira;42;2024-02-10;Combo 1;Balm;110;49
C017;Alexandre das Neves;66;2024-02-10;Limpeza de pele;Shampoo de barba;45;49
C098;Dr. Nathan Viana;35;2024-02-10;Acabamento;Pomada de cabelo;28;89
C087;Augusto Nunes;53;2024-02-10;Acabamento;;28;0
C224;Noah Nascimento;47;2024-02-10;Corte de Cabelo;;70;0
C180;Bryan Azevedo;71;2024-02-11;Corte de Cabelo;;70;0
C220;Lorenzo Alves;26;2024-02-11;Combo 1;;110;0
C173;Lucca da Paz;72;2024-02-11;Combo 1;;110;0
C096;Enzo Moreira;60;2024-02-11;Combo 1;;110;0
C247;Dr. Danilo Caldeira;72;2024-02-11;Corte a Maquina;Shampoo de barba;55;49
C069;Pedro Henrique Pires;28;2024-02-11;Barba Modelada;;55;0
C199;Luiz Felipe Moraes;2;2024-02-11;Corte de Cabelo;;70;0
C145;Pedro Henrique Vieira;66;2024-02-11;Combo 1;Shampoo de barba;110;49
C051;Lorenzo Fernandes;39;2024-02-11;Combo 2;Shampoo de barba;100;49
C074;Lucas Gabriel Azevedo;70;2024-02-11;Combo 1;;110;0
C244;Sr. Benjamin Moura;33;2024-02-11;Acabamento;;28;0
C007;Enzo Pires;15;2024-02-11;Combo 1;Pomada de cabelo;110;89
C213;Sr. Luiz Henrique da Conceição;18;2024-02-11;Corte de Cabelo;Pomada de cabelo;70;89
C133;Kevin Silva;16;2024-02-11;Combo 1;;110;0
C182;Sr. Alexandre Azevedo;41;2024-02-12;Combo 2;Balm;100;49
C213;Sr. Luiz Henrique da Conceição;18;2024-02-12;Barba Modelada;;55;0
C176;Lucas Gabriel Costela;69;2024-02-12;Corte de Cabelo;Pomada de cabelo;70;89
C054;Joaquim Caldeira;26;2024-02-12;Barba Modelada;;55;0
C181;Dr. Enzo Gabriel Pinto;27;2024-02-12;Barba Modelada;;55;0
C038;Sr. João Miguel Alves;50;2024-02-12;Combo 2;;100;0
C102;Kevin Moraes;70;2024-02-12;Barba Modelada;Balm;55;49
C243;Diogo Ribeiro;61;2024-02-12;Combo 1;;110;0
C218;Sr. Emanuel da Mata;62;2024-02-12;Combo 1;;110;0
C137;Danilo Viana;60;2024-02-12;Corte de Cabelo;;70;0
C075;Thiago da Rosa;33;2024-02-12;Combo 1;Balm;110;49
C142;Enzo da Mota;66;2024-02-12;Limpeza de pele;Shampoo de barba;45;49
C233;Sr. Thomas Silva;15;2024-02-12;Corte de Cabelo;;70;0
C226;Pedro Henrique Jesus;54;2024-02-12;Barba Modelada;;55;0
C239;Danilo Pinto;19;2024-02-12;Corte de Cabelo;;70;0
C132;João Vitor Azevedo;45;2024-02-12;Combo 2;Pomada de cabelo;100;89
C127;Luiz Otávio da Rocha;72;2024-02-12;Combo 1;;110;0
C028;Davi Lucas da Costa;2;2024-02-12;Combo 1;;110;0
C148;Sr. Enrico Teixeira;21;2024-02-13;Corte a Maquina;;55;0
C059;Sr. Caio Teixeira;12;2024-02-13;Combo 1;;110;0
C246;Sr. Cauê da Costa;58;2024-02-13;Corte de Cabelo;Pomada de cabelo;70;89
C117;Henrique Barros;22;2024-02-13;Depilação de nariz;;35;0
C188;Dr. Cauê Moraes;17;2024-02-13;Corte de Cabelo;Balm;70;49
C111;Antônio Alves;67;2024-02-13;Depilação de nariz;Shampoo de barba;35;49
C032;Gabriel Teixeira;37;2024-02-13;Corte de Cabelo;;70;0
C066;Benício Moreira;22;2024-02-13;Corte de Cabelo;;70;0
C045;Luiz Gustavo Oliveira;60;2024-02-13;Limpeza de pele;;45;0
C048;Otávio Araújo;50;2024-02-13;Combo 1;;110;0
C240;Benjamin Lima;56;2024-02-14;Depilação de nariz;;35;0
C017;Alexandre das Neves;66;2024-02-14;Combo 1;;110;0
C073;Sr. Diogo da Luz;23;2024-02-14;Combo 1;;110;0
C190;Luiz Felipe Carvalho;30;2024-02-14;Acabamento;Pomada de cabelo;28;89
C243;Diogo Ribeiro;61;2024-02-14;Hidratação;;70;0
C036;Dr. Davi Lucas Azevedo;15;2024-02-14;Corte a Maquina;;55;0
C151;Cauê Oliveira;71;2024-02-14;Corte de Cabelo;;70;0
C091;Marcos Vinicius Castro;74;2024-02-14;Combo 1;;110;0
C176;Lucas Gabriel Costela;69;2024-02-14;Acabamento;Balm;28;49
C084;Nicolas Oliveira;31;2024-02-14;Hidratação;;70;0
C020;Sr. Calebe Peixoto;73;2024-02-14;Combo 1;Pomada de cabelo;110;89
C021;Breno Nogueira;27;2024-02-15;Corte de Cabelo;;70;0
C025;Dr. Leonardo Barros;59;2024-02-15;Corte de Cabelo;;70;0
C129;Eduardo Nunes;16;2024-02-15;Corte a Maquina;Balm;55;49
C110;Diego Moraes;19;2024-02-15;Limpeza de pele;;45;0
C060;Marcos Vinicius Lopes;31;2024-02-15;Hidratação;Pomada de cabelo;70;89
C195;Dr. João Felipe Lopes;72;2024-02-15;Corte de Cabelo;;70;0
C188;Dr. Cauê Moraes;17;2024-02-15;Combo 1;;110;0
C151;Cauê Oliveira;71;2024-02-15;Corte a Maquina;;55;0
C090;Yuri Fernandes;29;2024-02-15;Barba Modelada;;55;0
C246;Sr. Cauê da Costa;58;2024-02-15;Combo 1;Shampoo de barba;110;49
C036;Dr. Davi Lucas Azevedo;15;2024-02-15;Corte de Cabelo;Pomada de cabelo;70;89
C234;Joaquim Fernandes;33;2024-02-15;Corte a Maquina;Balm;55;49
C020;Sr. Calebe Peixoto;73;2024-02-15;Limpeza de pele;;45;0
C219;Lucca Nogueira;54;2024-02-15;Combo 1;Pomada de cabelo;110;89
C178;Benício da Mata;56;2024-02-15;Combo 1;;110;0
C151;Cauê Oliveira;71;2024-02-15;Corte de Cabelo;;70;0
C244;Sr. Benjamin Moura;33;2024-02-16;Corte de Cabelo;;70;0
C020;Sr. Calebe Peixoto;73;2024-02-16;Corte a Maquina;;55;0
C171;Erick Ferreira;18;2024-02-16;Combo 1;;110;0
C133;Kevin Silva;16;2024-02-16;Corte a Maquina;;55;0
C023;Luiz Gustavo Moreira;55;2024-02-16;Corte de Cabelo;;70;0
C024;Breno das Neves;30;2024-02-16;Combo 1;;110;0
C035;Cauê Pereira;45;2024-02-16;Depilação de orelha;;35;0
C172;Dr. Luiz Henrique Azevedo;62;2024-02-16;Limpeza de pele;Balm;45;49
C194;Kevin Silva;77;2024-02-16;Combo 1;;110;0
C086;Sr. Davi Lucas Vieira;42;2024-02-16;Hidratação;;70;0
C056;Marcos Vinicius Lima;7;2024-02-16;Corte de Cabelo;;70;0
C174;Leonardo Novaes;23;2024-02-16;Barba Modelada;;55;0
C238;Dr. Heitor da Costa;59;2024-02-16;Corte de Cabelo;Balm;70;49
C103;João Vitor Martins;35;2024-02-16;Barba Modelada;;55;0
C082;Yuri Teixeira;43;2024-02-16;Acabamento;Balm;28;49
C107;Dr. Gabriel Souza;53;2024-02-16;Combo 1;;110;0
C151;Cauê Oliveira;71;2024-02-16;Corte de Cabelo;;70;0
C025;Dr. Leonardo Barros;59;2024-02-16;Combo 1;;110;0
C102;Kevin Moraes;70;2024-02-17;Corte a Maquina;Balm;55;49
C099;Lucas Gabriel Almeida;19;2024-02-17;Combo 1;;110;0
C241;Bruno Souza;25;2024-02-17;Depilação de nariz;;35;0
C044;Francisco da Cruz;7;2024-02-17;Corte de Cabelo;;70;0
C140;Cauã Freitas;66;2024-02-17;Depilação de nariz;Shampoo de barba;35;49
C100;Marcos Vinicius Novaes;33;2024-02-17;Combo 1;;110;0
C152;Heitor Vieira;69;2024-02-17;Depilação de nariz;;35;0
C034;João Moraes;29;2024-02-17;Corte a Maquina;Shampoo de barba;55;49
C214;Gustavo Barbosa;75;2024-02-17;Corte de Cabelo;;70;0
C043;Dr. Kaique Campos;35;2024-02-17;Corte de Cabelo;;70;0
C051;Lorenzo Fernandes;39;2024-02-17;Corte de Cabelo;Shampoo de barba;70;49
C142;Enzo da Mota;66;2024-02-17;Combo 1;;110;0
C004;Sr. Davi Luiz Gomes;33;2024-02-18;Barba Modelada;;55;0
C195;Dr. João Felipe Lopes;72;2024-02-18;Acabamento;;28;0
C111;Antônio Alves;67;2024-02-18;Barba Modelada;;55;0
C030;Lorenzo Santos;56;2024-02-18;Sobrancelha;Balm;35;49
C129;Eduardo Nunes;16;2024-02-18;Corte de Cabelo;Pomada de cabelo;70;89
C147;Miguel Alves;27;2024-02-18;Corte de Cabelo;Balm;70;49
C212;Breno da Costa;71;2024-02-18;Barba Modelada;Shampoo de barba;55;49
C021;Breno Nogueira;27;2024-02-18;Corte de Cabelo;;70;0
C102;Kevin Moraes;70;2024-02-18;Combo 1;;110;0
C018;Benício das Neves;79;2024-02-19;Hidratação;;70;0
C085;João Lucas Azevedo;6;2024-02-19;Corte de Cabelo;Balm;70;49
C131;Enzo Gabriel Porto;36;2024-02-19;Limpeza de pele;Pomada de cabelo;45;89
C038;Sr. João Miguel Alves;50;2024-02-19;Combo 1;;110;0
C109;Luiz Otávio Santos;30;2024-02-19;Combo 2;;100;0
C052;Pedro Miguel Sales;48;2024-02-19;Corte de Cabelo;;70;0
C096;Enzo Moreira;60;2024-02-19;Depilação de nariz;;35;0
C021;Breno Nogueira;27;2024-02-19;Combo 2;;100;0
C042;João Vitor Cardoso;79;2024-02-19;Combo 1;;110;0
C242;Davi Novaes;37;2024-02-19;Combo 1;Pomada de cabelo;110;89
C168;Bruno Pires;10;2024-02-19;Corte de Cabelo;;70;0
C067;João Felipe Monteiro;49;2024-02-19;Combo 2;;100;0
C097;Nicolas Gomes;20;2024-02-19;Depilação de nariz;;35;0
C032;Gabriel Teixeira;37;2024-02-19;Corte de Cabelo;Balm;70;49
C166;Sr. João Vitor Vieira;12;2024-02-19;Corte a Maquina;;55;0
C163;Thomas Cardoso;32;2024-02-20;Depilação de nariz;;35;0
C177;Thiago Melo;79;2024-02-20;Corte a Maquina;Balm;55;49
C043;Dr. Kaique Campos;35;2024-02-20;Depilação de orelha;;35;0
C171;Erick Ferreira;18;2024-02-20;Barba Modelada;;55;0
C179;Dr. Vitor Barbosa;29;2024-02-20;Sobrancelha;Shampoo de barba;35;49
C179;Dr. Vitor Barbosa;29;2024-02-20;Barba Modelada;;55;0
C067;João Felipe Monteiro;49;2024-02-20;Corte a Maquina;;55;0
C231;Francisco Vieira;53;2024-02-20;Corte de Cabelo;;70;0
C050;Pedro Henrique Fogaça;72;2024-02-20;Depilação de nariz;;35;0
C107;Dr. Gabriel Souza;53;2024-02-20;Limpeza de pele;;45;0
C093;Calebe Dias;29;2024-02-20;Corte de Cabelo;;70;0
C090;Yuri Fernandes;29;2024-02-20;Depilação de orelha;;35;0
C038;Sr. João Miguel Alves;50;2024-02-20;Combo 1;;110;0
C108;Dr. Luiz Fernando Porto;48;2024-02-20;Combo 1;;110;0
C185;Dr. Marcelo Silva;58;2024-02-21;Limpeza de pele;;45;0
C202;Breno Vieira;31;2024-02-21;Corte de Cabelo;;70;0
C072;João Lucas Cunha;79;2024-02-21;Barba Modelada;Pomada de cabelo;55;89
C144;Enrico Moura;40;2024-02-21;Combo 1;;110;0
C030;Lorenzo Santos;56;2024-02-21;Corte de Cabelo;Shampoo de barba;70;49
C053;Guilherme Fogaça;75;2024-02-21;Corte de Cabelo;;70;0
C124;Dr. Gustavo Henrique Rodrigues;61;2024-02-21;Corte a Maquina;;55;0
C123;Diogo Mendes;78;2024-02-21;Hidratação;Shampoo de barba;70;49
C017;Alexandre das Neves;66;2024-02-21;Hidratação;Balm;70;49
C117;Henrique Barros;22;2024-02-21;Combo 1;;110;0
C012;Yago Pereira;6;2024-02-22;Combo 1;;110;0
C178;Benício da Mata;56;2024-02-22;Hidratação;;70;0
C136;Dr. Levi Cunha;22;2024-02-22;Depilação de nariz;Balm;35;49
C121;Eduardo Nascimento;51;2024-02-22;Combo 1;Shampoo de barba;110;49
C187;Ian Moraes;59;2024-02-22;Corte de Cabelo;Shampoo de barba;70;49
C021;Breno Nogueira;27;2024-02-22;Corte de Cabelo;;70;0
C232;Levi da Mota;45;2024-02-22;Hidratação;;70;0
C195;Dr. João Felipe Lopes;72;2024-02-22;Depilação de nariz;;35;0
C026;João Felipe Cavalcanti;77;2024-02-22;Corte a Maquina;;55;0
C164;Nathan Cardoso;74;2024-02-22;Combo 2;;100;0
C145;Pedro Henrique Vieira;66;2024-02-22;Acabamento;;28;0
C144;Enrico Moura;40;2024-02-22;Corte de Cabelo;Pomada de cabelo;70;89
C207;Pietro Caldeira;67;2024-02-23;Depilação de orelha;Shampoo de barba;35;49
C050;Pedro Henrique Fogaça;72;2024-02-23;Corte a Maquina;;55;0
C027;Dr. Kaique Farias;37;2024-02-23;Corte de Cabelo;;70;0
C076;Marcelo Mendes;22;2024-02-23;Combo 1;;110;0
C024;Breno das Neves;30;2024-02-23;Corte de Cabelo;;70;0
C200;Murilo Almeida;11;2024-02-23;Combo 1;;110;0
C248;Bernardo Rocha;14;2024-02-23;Corte de Cabelo;;70;0
C181;Dr. Enzo Gabriel Pinto;27;2024-02-23;Corte de Cabelo;Shampoo de barba;70;49
C039;Paulo Cardoso;14;2024-02-23;Combo 1;;110;0
C096;Enzo Moreira;60;2024-02-23;Corte de Cabelo;Pomada de cabelo;70;89
C012;Yago Pereira;6;2024-02-23;Corte de Cabelo;Shampoo de barba;70;49
C114;João Gabriel da Mota;8;2024-02-23;Corte a Maquina;;55;0
C167;Marcos Vinicius Ferreira;64;2024-02-23;Combo 1;;110;0
C224;Noah Nascimento;47;2024-02-23;Corte de Cabelo;Pomada de cabelo;70;89
C159;João Ribeiro;48;2024-02-23;Corte de Cabelo;;70;0
C060;Marcos Vinicius Lopes;31;2024-02-23;Barba Modelada;;55;0
C152;Heitor Vieira;69;2024-02-23;Barba Modelada;;55;0
C093;Calebe Dias;29;2024-02-23;Depilação de orelha;;35;0
C105;João Vitor Cunha;56;2024-02-23;Corte de Cabelo;;70;0
C118;Ryan Cavalcanti;56;2024-02-23;Corte de Cabelo;Shampoo de barba;70;49
C061;Samuel da Luz;14;2024-02-23;Corte de Cabelo;;70;0
C134;Heitor Moura;39;2024-02-23;Corte de Cabelo;;70;0
C207;Pietro Caldeira;67;2024-02-23;Corte de Cabelo;;70;0
C244;Sr. Benjamin Moura;33;2024-02-23;Combo 1;;110;0
C169;Alexandre Gomes;70;2024-02-23;Combo 1;Balm;110;49
C141;Noah Freitas;24;2024-02-23;Corte a Maquina;;55;0
C225;Sr. João Felipe Pires;56;2024-02-24;Corte de Cabelo;Pomada de cabelo;70;89
C001;Carlos Eduardo Silveira;16;2024-02-24;Corte a Maquina;;55;0
C124;Dr. Gustavo Henrique Rodrigues;61;2024-02-24;Combo 1;;110;0
C151;Cauê Oliveira;71;2024-02-24;Limpeza de pele;;45;0
C219;Lucca Nogueira;54;2024-02-24;Corte de Cabelo;;70;0
C110;Diego Moraes;19;2024-02-24;Corte de Cabelo;Pomada de cabelo;70;89
C023;Luiz Gustavo Moreira;55;2024-02-24;Corte de Cabelo;Balm;70;49
C239;Danilo Pinto;19;2024-02-24;Barba Modelada;;55;0
C149;Enzo Gabriel Rocha;49;2024-02-24;Hidratação;;70;0
C034;João Moraes;29;2024-02-24;Corte de Cabelo;;70;0
C201;Nathan Gonçalves;9;2024-02-24;Combo 1;;110;0
C057;Sr. Juan Cavalcanti;31;2024-02-24;Combo 1;;110;0
C136;Dr. Levi Cunha;22;2024-02-24;Sobrancelha;Shampoo de barba;35;49
C007;Enzo Pires;15;2024-02-24;Combo 1;;110;0
C150;Pedro Henrique Pereira;22;2024-02-24;Combo 1;;110;0
C066;Benício Moreira;22;2024-02-25;Barba Modelada;;55;0
C111;Antônio Alves;67;2024-02-25;Combo 1;;110;0
C088;Sr. Bruno Rocha;36;2024-02-25;Corte de Cabelo;;70;0
C216;Thales Almeida;62;2024-02-25;Barba Modelada;Shampoo de barba;55;49
C018;Benício das Neves;79;2024-02-25;Barba Modelada;;55;0
C057;Sr. Juan Cavalcanti;31;2024-02-25;Barba Modelada;;55;0
C242;Davi Novaes;37;2024-02-25;Barba Modelada;;55;0
C099;Lucas Gabriel Almeida;19;2024-02-25;Combo 1;;110;0
C032;Gabriel Teixeira;37;2024-02-25;Sobrancelha;Pomada de cabelo;35;89
C226;Pedro Henrique Jesus;54;2024-02-25;Acabamento;;28;0
C204;João Vitor Martins;6;2024-02-25;Corte de Cabelo;;70;0
C106;Sr. Yago Jesus;76;2024-02-25;Combo 1;;110;0
C004;Sr. Davi Luiz Gomes;33;2024-02-25;Corte de Cabelo;Pomada de cabelo;70;89
C176;Lucas Gabriel Costela;69;2024-02-25;Combo 1;;110;0
C196;Gabriel Peixoto;31;2024-02-26;Corte de Cabelo;;70;0
C232;Levi da Mota;45;2024-02-26;Corte de Cabelo;;70;0
C120;Gabriel Rodrigues;10;2024-02-26;Combo 1;Pomada de cabelo;110;89
C170;Dr. Noah Farias;18;2024-02-26;Hidratação;;70;0
C159;João Ribeiro;48;2024-02-26;Corte de Cabelo;;70;0
C215;Dr. Luiz Gustavo da Luz;75;2024-02-26;Corte de Cabelo;Shampoo de barba;70;49
C181;Dr. Enzo Gabriel Pinto;27;2024-02-26;Barba Modelada;Balm;55;49
C248;Bernardo Rocha;14;2024-02-26;Corte a Maquina;;55;0
C232;Levi da Mota;45;2024-02-26;Depilação de orelha;Pomada de cabelo;35;89
C160;Noah Porto;41;2024-02-26;Hidratação;;70;0
C232;Levi da Mota;45;2024-02-26;Barba Modelada;;55;0
C213;Sr. Luiz Henrique da Conceição;18;2024-02-27;Corte de Cabelo;;70;0
C018;Benício das Neves;79;2024-02-27;Combo 2;;100;0
C161;Luiz Miguel Sales;32;2024-02-27;Corte de Cabelo;Pomada de cabelo;70;89
C044;Francisco da Cruz;7;2024-02-27;Combo 1;Balm;110;49
C054;Joaquim Caldeira;26;2024-02-27;Combo 1;;110;0
C160;Noah Porto;41;2024-02-27;Combo 2;;100;0
C111;Antônio Alves;67;2024-02-28;Combo 1;;110;0
C154;João Guilherme Ribeiro;78;2024-02-28;Combo 1;;110;0
C210;João Miguel da Paz;64;2024-02-28;Combo 1;Pomada de cabelo;110;89
